97,115,1
96,116,2
92,116,3
93,118,4
89,113,5
89,108,6
88,109,7
89,105,8
91,102,9
93,100,10
93,99,11
101,98,12
99,97,13
105,99,14
109,102,15
109,101,16
113,110,17
114,113,18
114,118,19
113,124,20
110,130,21
112,128,22
105,135,23
99,138,24
94,139,25
90,139,26
83,136,27
80,134,28
74,127,29
73,126,30
70,120,31
69,107,32
69,104,33
70,98,34
76,87,35
79,83,36
86,78,37
95,75,38
97,74,39
109,76,40
112,77,41
121,83,42
130,97,43
131,99,44
134,110,45
134,121,46
133,128,47
128,140,48
128,141,49
118,153,50
106,160,51
99,162,52
89,162,53
83,161,54
74,157,55
64,149,56
58,141,57
55,137,58
49,114,59
50,98,60
49,101,61
54,83,62
62,70,63
66,65,64
72,60,65
89,52,66
109,52,67
110,52,68
126,59,69
134,65,70
148,87,71
152,99,72
154,108,73
154,120,74
154,125,75
150,142,76
137,164,77
131,171,78
121,178,79
102,185,80
93,186,81
79,184,82
69,180,83
54,170,84
39,150,85
36,144,86
33,137,87
29,103,88
31,88,89
37,71,90
45,57,91
59,42,92
72,34,93
82,30,94
106,28,95
108,28,96
128,34,97
145,46,98
165,74,99
170,87,100
172,93,101
174,124,102
173,133,103
169,150,104
156,175,105
149,184,106
129,200,107
110,207,108
99,209,109
72,206,110
60,201,111
39,186,112
30,175,113
15,147,114
11,134,115
9,102,116
11,85,117
14,73,118
31,40,119
44,26,120
63,13,121
75,8,122
97,4,123
103,4,124
134,12,125
147,19,126
170,41,127
95,111,128
95,108,129
97,107,130
96,106,131
100,105,132
104,108,133
105,110,134
106,112,135
107,115,136
107,116,137
106,122,138
103,126,139
103,127,140
98,129,141
93,130,142
90,130,143
88,129,144
83,126,145
81,123,146
78,119,147
77,111,148
76,112,149
79,98,150
81,94,151
82,92,152
84,89,153
94,84,154
106,85,155
96,83,156
103,83,157
115,89,158
117,91,159
123,100,160
125,104,161
126,121,162
127,116,163
124,130,164
119,139,165
120,139,166
112,147,167
106,151,168
90,153,169
89,153,170
76,148,171
73,146,172
69,143,173
62,132,174
57,116,175
57,119,176
57,99,177
61,87,178
63,83,179
70,73,180
74,69,181
87,62,182
101,60,183
109,61,184
121,66,185
125,69,186
137,82,187
141,90,188
145,101,189
146,123,190
147,117,191
142,141,192
139,148,193
123,166,194
121,168,195
102,176,196
92,177,197
73,172,198
62,165,199
68,170,200
49,152,201
42,138,202
40,133,203
38,95,204
37,97,205
42,79,206
48,67,207
62,51,208
71,44,209
73,43,210
104,37,211
119,40,212
124,42,213
130,45,214
152,66,215
161,85,216
162,87,217
166,104,218
166,129,219
160,151,220
159,154,221
144,177,222
133,187,223
114,197,224
96,200,225
82,199,226
66,194,227
47,182,228
38,173,229
27,155,230
22,144,231
17,121,232
17,94,233
20,80,234
